Name,Type,Ratings,Reviews,Menu_Price,Rooms,Pax_Min,Pax_Max,Destination,Amenities_+more
annai kalyana maaligai,banquet halls,5.0,0,350.0,21,350,450,chennai,2
hotel park plaza chennai,banquet halls,5.0,2,1000.0,21,240,400,chennai,2
maha adhiti classic hall,banquet halls,5.0,0,550.0,21,150,200,chennai,3
jawhar grand palace,banquet halls,5.0,2,350.0,21,1000,1500,chennai,3
rr mahal,banquet halls,5.0,0,400.0,21,180,300,chennai,2
sdb grand palace a/c,"banquet halls, 3 star hotels with banquets",5.0,0,400.0,10,500,700,chennai,3
msv hall,"banquet halls, kalyana mandapams",5.0,0,350.0,21,250,400,chennai,2
arularasan palace,banquet halls,5.0,0,400.0,21,800,1200,chennai,2
l kandasamy marriage hall,banquet halls,5.0,0,250.0,21,500,750,chennai,2
vmg celebration palace,banquet halls,5.0,0,350.0,21,120,250,chennai,2
annai sivakami mahal,banquet halls,5.0,0,350.0,21,150,400,chennai,2
park plaza chennai omr,"banquet halls, small function / party halls",5.0,0,1250.0,129,11,250,chennai,4
arulmurugan and balamurugan kalyana mandapam,"banquet halls, kalyana mandapams",5.0,0,600.0,21,400,800,chennai,2
the trident,banquet halls,4.9,6,1300.0,21,1300,1700,chennai,2
sri om chairma thirumana mandabam,"banquet halls, kalyana mandapams",5.0,0,300.0,21,450,700,chennai,2
hotel bird valley sinhagad road,banquet halls,5.0,6,550.0,2,50,200,pune,4
"saffron multi purpose hall, wagholi","banquet halls, small function / party halls",5.0,0,650.0,21,200,500,pune,1
mayur lawns mangal karyalay,marriage garden / lawns,5.0,0,500.0,21,1200,2000,pune,2
gurukrupa banquet hall,"banquet halls, marriage garden / lawns",5.0,1,225.0,21,900,1050,pune,2
swachand resort,"marriage garden / lawns, wedding farmhouses",5.0,0,350.0,6,150,200,pune,3
hotel madhav international,"banquet halls, 3 star hotels with banquets",5.0,0,650.0,21,200,500,pune,2
"kailash parbat hotel, lonavala","marriage garden / lawns, 3 star hotels with banquets",5.0,0,700.0,21,200,500,pune,2
parge lawns,marriage garden / lawns,5.0,0,150000.0,21,200,500,pune,3
"shubharambh lawns, karve nagar","banquet halls, marriage garden / lawns",5.0,2,500.0,8,800,2500,pune,3
jewel resorts lonavala,"banquet halls, marriage garden / lawns",5.0,0,700.0,30,150,600,pune,3
govinda resorts lonavala,"marriage garden / lawns, wedding resorts",5.0,0,550.0,28,700,1000,pune,3
"greenpark hotel, baner","banquet halls, 3 star hotels with banquets",4.6,4,500.0,15,150,250,pune,3
mindspace hotels & resorts pvt ltd,"4 star & above wedding hotels, banquet halls",5.0,0,750.0,144,30,750,pune,3
usha palace,"banquet halls, venues with rooms",5.0,2,325.0,4,150,500,pune,3
radheshyam lawn,marriage garden / lawns,5.0,0,500.0,21,600,1000,lucknow,2
utkrisht marriage lawn,banquet halls,5.0,0,85000.0,21,200,250,lucknow,3
pushpanjali mandap,banquet halls,5.0,0,300.0,21,240,400,lucknow,2
the great indian kitchen,"banquet halls, small function / party halls",5.0,0,700.0,18,70,150,lucknow,3
bhagwati mandap,marriage garden / lawns,5.0,0,700.0,21,500,700,lucknow,3
food paradise banquet,banquet halls,5.0,0,600.0,21,150,200,lucknow,3
hotel amarpreet,"banquet halls, 3 star hotels with banquets",5.0,0,550.0,40,120,200,lucknow,3
rameshwaram palace,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,100,200,lucknow,3
viveza lounge,banquet halls,5.0,0,500.0,21,150,200,lucknow,2
manoram lawn,marriage garden / lawns,5.0,1,500.0,21,350,500,lucknow,2
gomti marriage hall,marriage garden / lawns,5.0,0,700.0,21,450,700,lucknow,2
hotel king's paradise,"3 star hotels with banquets, venues with rooms",5.0,0,800.0,30,300,400,lucknow,3
hotel deep,"3 star hotels with banquets, small function / party halls",5.0,0,450.0,25,80,120,lucknow,3
shri radhakrishna marriage lawn,marriage garden / lawns,5.0,0,700.0,21,500,800,lucknow,2
awasthi lawn,marriage garden / lawns,5.0,0,500.0,21,400,600,lucknow,2
sjd paradise,"banquet halls, marriage garden / lawns",5.0,0,1000.0,21,1500,2250,jaipur,2
black salt,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,60,300,jaipur,2
atlantiis,"banquet halls, convention / function halls",5.0,2,800000.0,4,250,1500,jaipur,4
surya mahal lawn,marriage garden / lawns,5.0,0,500.0,21,800,1200,jaipur,2
amara jaipur,"banquet halls, marriage garden / lawns",4.9,6,1800.0,21,500,2000,jaipur,2
khandaka marriage hall,marriage garden / lawns,5.0,0,250.0,21,200,250,jaipur,2
hotel apano rajasthan,"banquet halls, marriage garden / lawns",5.0,5,1000.0,75,60,5500,jaipur,3
kanwar kalewa,"banquet halls, marriage garden / lawns",5.0,0,500.0,13,80,300,jaipur,3
hotel king's turban,"banquet halls, 3 star hotels with banquets",5.0,0,450.0,20,100,200,jaipur,4
hotel madhav palace,"banquet halls, 3 star hotels with banquets",5.0,0,400.0,12,360,600,jaipur,3
aman bagh banquet & wedding garden,"banquet halls, marriage garden / lawns",5.0,1,800.0,21,400,1500,jaipur,2
ocean blue nature resort,"banquet halls, marriage garden / lawns",5.0,0,500.0,8,250,1000,jaipur,3
365 b.c.,banquet halls,5.0,0,550.0,21,200,250,jaipur,1
rudra banquet,banquet halls,5.0,0,700.0,2,200,300,jaipur,3
nazara banquet hall,"banquet halls, small function / party halls",5.0,0,600.0,21,70,120,jaipur,2
atithey hotel,"banquet halls, 3 star hotels with banquets",5.0,0,700.0,20,250,300,jaipur,4
amrit van resort,"banquet halls, marriage garden / lawns",5.0,0,1750.0,15,350,500,jaipur,3
hotel marks inn,"banquet halls, 3 star hotels with banquets",5.0,1,750.0,30,150,180,ncr,3
golden knot banquet,"banquet halls, convention / function halls",5.0,2,1350.0,21,1350,1350,ncr,2
evergreen garden,marriage garden / lawns,5.0,2,1400.0,21,1000,1500,ncr,1
edesia-the party hall,banquet halls,5.0,1,1200.0,21,250,350,ncr,2
rs farm and banquet,"banquet halls, marriage garden / lawns",5.0,5,700.0,5,50,700,ncr,3
the maidens crown banquet,"banquet halls, convention / function halls",5.0,26,1450.0,21,1450,1850,ncr,2
amit mahal,marriage garden / lawns,5.0,1,1000.0,21,1000,2500,ncr,2
dreamz hospitality,"banquet halls, marriage garden / lawns",5.0,3,600.0,18,50,120,ncr,3
ss grand ,"banquet halls, marriage garden / lawns",5.0,1,1000.0,21,200,1000,ncr,2
rajyog farms,"marriage garden / lawns, wedding farmhouses",5.0,1,300.0,21,200,500,ncr,2
pawar garden,marriage garden / lawns,5.0,2,1250.0,21,1250,1450,ncr,2
golden petal banquet,"banquet halls, 3 star hotels with banquets",5.0,1,700.0,21,200,500,ncr,3
the atara,"banquet halls, 3 star hotels with banquets",5.0,1,800.0,15,50,120,ncr,3
the king's court banquet,"banquet halls, venues with rooms",4.7,3,750.0,2,500,600,ncr,4
sandoz,"banquet halls, marriage garden / lawns",5.0,1,900.0,21,80,130,ncr,1
the nook (rosebud),small function / party halls,5.0,1,800.0,21,100,150,ncr,2
the euphoriya,"banquet halls, marriage garden / lawns",5.0,0,1250.0,2,270,500,ncr,3
vatika grand,"banquet halls, marriage garden / lawns",5.0,1,750.0,21,80,500,ncr,2
silver spoon banquet,"banquet halls, convention / function halls",4.8,16,1200.0,21,1200,1200,ncr,2
m.a.h hall,banquet halls,5.0,0,300.0,21,300,450,chennai,2
"regenta central, rs, chennai","4 star & above wedding hotels, banquet halls",5.0,0,1000.0,120,60,400,chennai,3
ilara hotels & spa,"banquet halls, marriage garden / lawns",5.0,1,750.0,40,250,3500,chennai,3
psg mini hall,banquet halls,5.0,0,350.0,21,200,300,chennai,2
surya mahal,banquet halls,5.0,0,50000.0,21,120,150,chennai,3
vairamani mahal,banquet halls,5.0,0,300.0,21,630,900,chennai,2
mck mini hall,banquet halls,5.0,0,750.0,21,150,200,chennai,3
kamala hall,banquet halls,5.0,0,500.0,21,300,350,chennai,3
ennore foundries union building wedding hall,banquet halls,5.0,0,300.0,21,180,300,chennai,2
annai rsa mahal,banquet halls,5.0,0,400.0,21,250,400,chennai,2
kapaleeswarar hall,banquet halls,5.0,1,300.0,21,150,200,chennai,2
feathers a radha hotel,"4 star & above wedding hotels, banquet halls",5.0,1,1400.0,54,40,700,chennai,3
mgm eastwoods resort,"banquet halls, marriage garden / lawns",5.0,1,750.0,21,15,250,chennai,3
trinity hall,"banquet halls, marriage garden / lawns",5.0,1,200.0,21,100,150,chennai,2
vps grand hall,banquet halls,5.0,0,300.0,21,200,300,chennai,2
ayush villa,"banquet halls, marriage garden / lawns",5.0,0,15000.0,10,50,120,pune,4
the fern residency midc pune,"banquet halls, 3 star hotels with banquets",4.8,3,699.0,40,50,250,pune,3
the central park,"4 star & above wedding hotels, banquet halls",5.0,4,1200.0,74,60,250,pune,3
vimal garden,"banquet halls, marriage garden / lawns",5.0,1,500.0,21,250,1500,pune,2
sky high the club,banquet halls,5.0,0,450.0,21,300,400,pune,2
ocean wave beach resort,"wedding resorts, venues with rooms",5.0,1,200.0,8,60,250,pune,3
flora ecostay,"3 star hotels with banquets, small function / party halls",5.0,0,1250.0,10,40,50,pune,3
gandharva banquet & lawns,"banquet halls, marriage garden / lawns",5.0,0,100000.0,6,500,1500,pune,4
"ibis pune, viman nagar","3 star hotels with banquets, destination wedding venues",5.0,1,700.0,160,80,180,pune,2
ashirwad palace,"banquet halls, convention / function halls",5.0,0,250.0,21,500,750,pune,2
samruddhi lawns,"banquet halls, marriage garden / lawns",5.0,0,300.0,4,1500,2000,pune,4
"ishadan halls, kothrud","banquet halls, convention / function halls",5.0,0,400.0,21,450,700,pune,2
hotel bramha inn,"banquet halls, 3 star hotels with banquets",5.0,0,1299.0,40,80,120,pune,3
beto's bar & kitchen,"banquet halls, marriage garden / lawns",5.0,0,600.0,21,50,150,pune,2
"occasions lawns, baner",marriage garden / lawns,5.0,2,400.0,21,200,500,pune,1
mannat lawn,marriage garden / lawns,5.0,0,800.0,21,1000,1500,lucknow,3
raghuvar marriage lawn,"banquet halls, marriage garden / lawns",5.0,0,600.0,21,180,750,lucknow,2
umang marriage lawn,"banquet halls, marriage garden / lawns",5.0,9,100000.0,21,200,500,lucknow,2
tulsi marriage lawn,marriage garden / lawns,5.0,0,450.0,21,350,500,lucknow,2
prakash lawn,marriage garden / lawns,5.0,0,650.0,21,400,600,lucknow,2
utsav palace marriage hall,"banquet halls, convention / function halls",5.0,0,400.0,21,400,500,lucknow,2
my lawns,"banquet halls, marriage garden / lawns",5.0,0,1200.0,14,200,1200,lucknow,3
fairfield by marriott lucknow,"4 star & above wedding hotels, banquet halls",5.0,1,1900.0,220,50,500,lucknow,3
the regnant,"4 star & above wedding hotels, banquet halls",5.0,3,1750.0,87,65,1000,lucknow,3
ashirwad lawn,"banquet halls, marriage garden / lawns",5.0,1,500.0,21,200,1000,lucknow,2
sarita palace,"banquet halls, venues with rooms",5.0,0,900.0,8,700,800,lucknow,3
tarang banquets,"banquet halls, venues with rooms",5.0,1,850.0,13,300,500,lucknow,3
mangal utsav lawn,marriage garden / lawns,5.0,0,100000.0,21,200,500,lucknow,2
jalsa lawn,marriage garden / lawns,5.0,1,500.0,21,800,1300,lucknow,2
shri viswanath banquet hall,banquet halls,5.0,0,35000.0,21,120,150,lucknow,3
hotel pearl banquet,"banquet halls, 3 star hotels with banquets",5.0,0,650.0,18,150,200,jaipur,3
khushbu garden & restaurant,"banquet halls, marriage garden / lawns",5.0,0,300.0,21,50,450,jaipur,2
ratan bagh marriage garden,marriage garden / lawns,5.0,2,400.0,21,900,1400,jaipur,2
jamuna garden,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,120,1000,jaipur,2
vijay kunj marrige garden,"banquet halls, marriage garden / lawns",5.0,0,500.0,21,250,1000,jaipur,2
shri krishnam paradise,"banquet halls, marriage garden / lawns",5.0,0,700.0,15,200,1500,jaipur,4
shree govindam banquet,"banquet halls, small function / party halls",5.0,2,600.0,21,100,125,jaipur,2
geet mahal,"banquet halls, marriage garden / lawns",5.0,0,350000.0,10,400,1200,jaipur,4
lakshmi vilas palace,"marriage garden / lawns, 3 star hotels with banquets",5.0,2,2500.0,80,150,1200,jaipur,4
mughal rasoi,"party restaurants / lounge bars, small function / party halls",5.0,0,600.0,21,50,80,jaipur,2
samudaaik kendra,"banquet halls, marriage garden / lawns",5.0,0,250.0,21,60,600,jaipur,2
jagriti marriage garden,"banquet halls, marriage garden / lawns",5.0,0,700.0,21,60,200,jaipur,2
hotel seven seas,"banquet halls, 3 star hotels with banquets",5.0,0,350.0,11,50,150,jaipur,3
palette - jisaa eco resort,wedding resorts,5.0,0,1500.0,40,1500,2000,jaipur,3
garden cafe,marriage garden / lawns,5.0,0,750.0,21,200,350,jaipur,2
hotel the lighthouse,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,25,200,300,jaipur,3
rivoli party lawn,marriage garden / lawns,5.0,1,850.0,21,450,1000,ncr,3
anandee home banquet,"banquet halls, marriage garden / lawns",4.9,25,1550.0,21,80,1500,ncr,3
ryans garden,marriage garden / lawns,5.0,1,1200.0,21,1200,1500,ncr,2
royal pepper banquets,"banquet halls, convention / function halls",5.0,7,1200.0,21,250,1000,ncr,2
shubh nimantran,"banquet halls, convention / function halls",5.0,2,1100.0,21,1100,1300,ncr,2
orana aurnum,"banquet halls, convention / function halls",5.0,23,3000.0,21,200,600,ncr,2
kangna grand banquet,"banquet halls, venues with rooms",5.0,2,900.0,15,200,800,ncr,3
ashirwad party hall,"banquet halls, venues with rooms",5.0,1,750.0,14,250,300,ncr,3
ocean pearl gardenia,"banquet halls, marriage garden / lawns",5.0,48,1600.0,34,60,800,ncr,3
rain tree,banquet halls,5.0,1,700.0,21,700,800,ncr,2
westyard hotel,"banquet halls, 3 star hotels with banquets",5.0,1,450.0,22,400,500,ncr,4
bulbul motel & resort,"banquet halls, convention / function halls",4.7,6,1000.0,21,1000,1200,ncr,2
dlf city club3,"4 star & above wedding hotels, banquet halls",4.8,4,1800.0,54,50,550,ncr,3
aashirwad banquet,banquet halls,5.0,1,750.0,21,300,400,ncr,2
the legend inn,"3 star hotels with banquets, venues with rooms",5.0,6,800.0,22,800,900,ncr,3
star banquets,banquet halls,5.0,1,1300.0,21,1300,1500,ncr,2
lutyens,"marriage garden / lawns, wedding farmhouses",5.0,23,2200.0,21,200,500,ncr,3
alpina hotel,"banquet halls, 3 star hotels with banquets",5.0,1,1400.0,32,950,1050,ncr,3
jashn banquet,banquet halls,5.0,2,750.0,21,750,950,ncr,2
the green meadows surajkund,"banquet halls, marriage garden / lawns",5.0,8,1100.0,21,100,350,ncr,3
madhava hall,"banquet halls, small function / party halls",5.0,0,350.0,21,80,250,chennai,2
shuba mangala marriage hall,banquet halls,5.0,0,300.0,21,400,600,chennai,2
jp hall,banquet halls,5.0,0,75000.0,21,500,600,chennai,3
skv mahal,"banquet halls, 3 star hotels with banquets",5.0,1,400.0,16,700,1050,chennai,3
ashok residency,"banquet halls, 3 star hotels with banquets",4.5,1,400.0,55,80,300,chennai,3
anora beach resort,"marriage garden / lawns, 3 star hotels with banquets",5.0,0,650.0,24,70,200,chennai,3
nagarathinammal marriage hall,banquet halls,5.0,0,350.0,21,700,1050,chennai,2
mathsya,"banquet halls, small function / party halls",5.0,1,446.0,21,80,150,chennai,1
jeya chris thirumana mahal,banquet halls,5.0,0,300.0,21,450,750,chennai,2
adithya mahal,banquet halls,5.0,0,650.0,21,150,200,chennai,3
sugumari kalyana mandapam,"banquet halls, kalyana mandapams",5.0,2,600.0,21,400,600,chennai,2
vasantham thirumana maaliggai,"banquet halls, 3 star hotels with banquets",5.0,2,400.0,11,600,900,chennai,3
vijaya party hall,banquet halls,5.0,0,300.0,21,150,250,chennai,2
impress party hall,banquet halls,5.0,0,300.0,21,200,300,chennai,2
visvas palace,banquet halls,5.0,0,300.0,21,150,250,chennai,2
srinivasa mahal,banquet halls,5.0,0,300.0,21,120,200,chennai,2
lemon tree hotel chennai,"4 star & above wedding hotels, banquet halls",5.0,1,1300.0,54,150,450,chennai,3
madras hotel ashoka,"banquet halls, 3 star hotels with banquets",5.0,2,315.0,100,450,700,chennai,3
omega party hall,"banquet halls, small function / party halls",5.0,0,300.0,21,100,150,chennai,2
hotel krishna presidency,"3 star hotels with banquets, venues with rooms",5.0,2,550.0,23,550,700,pune,3
amrai resort,"banquet halls, marriage garden / lawns",5.0,1,500.0,10,70,100,pune,3
shri vighneshwar temple,"banquet halls, destination wedding venues",5.0,1,300.0,201,100,1000,pune,3
ekaant the retreat,"marriage garden / lawns, wedding resorts",5.0,0,700.0,28,200,300,pune,3
hill forest resort lonavala,"marriage garden / lawns, 3 star hotels with banquets",5.0,0,500.0,28,60,300,pune,3
hotel stafi,"banquet halls, small function / party halls",5.0,0,400.0,21,60,90,pune,2
"swapnashilp hall, shivajinagar","banquet halls, convention / function halls",5.0,1,300.0,21,250,550,pune,2
shahi banquets,"banquet halls, convention / function halls",5.0,0,450.0,21,500,750,pune,2
"roshal garden, bhosari","banquet halls, marriage garden / lawns",5.0,0,450.0,2,500,1200,pune,3
rajyog banquets,"banquet halls, convention / function halls",5.0,2,550.0,21,550,650,pune,2
yashwant banquet hall,"banquet halls, party restaurants / lounge bars",5.0,0,350.0,21,200,500,pune,1
"aura banquets, viman nagar","banquet halls, small function / party halls",5.0,0,649.0,21,200,500,pune,1
ferreira resort,"marriage garden / lawns, wedding resorts",5.0,0,800.0,22,350,500,pune,4
le grand banquet hall,banquet halls,5.0,0,800.0,21,90,450,lucknow,2
hotel ganesh,"banquet halls, marriage garden / lawns",5.0,0,700.0,65,150,700,lucknow,4
taj mahal lucknow,"4 star & above wedding hotels, destination wedding venues",5.0,11,4500.0,100,220,300,lucknow,3
moments marriage lawn,"banquet halls, marriage garden / lawns",5.0,0,500.0,21,60,400,lucknow,2
sahu palace,"banquet halls, marriage garden / lawns",5.0,0,1000.0,21,200,500,lucknow,2
siddhartha palace hotel,"banquet halls, 3 star hotels with banquets",5.0,0,450.0,11,180,300,lucknow,3
samudayak center,marriage garden / lawns,5.0,0,300.0,21,680,1000,lucknow,2
manas marriage lawn,"banquet halls, marriage garden / lawns",5.0,0,500.0,10,200,2000,lucknow,3
shubheksha marriage hall,"banquet halls, marriage garden / lawns",5.0,0,300.0,21,200,400,lucknow,2
revoli garden,"banquet halls, marriage garden / lawns",5.0,0,750.0,21,300,1000,lucknow,2
hotel saubhagyam residency,"banquet halls, 3 star hotels with banquets",5.0,9,650.0,17,125,600,lucknow,3
lakhnavi swaad - family restaurant & banquet,small function / party halls,5.0,0,700.0,21,100,180,lucknow,2
shri ganpati sweets restaurant & banquet,"banquet halls, small function / party halls",5.0,0,700.0,21,70,100,lucknow,2
pal paradise hotel,banquet halls,5.0,0,800.0,21,100,200,lucknow,2
s.k. palace banquet halls,"banquet halls, marriage garden / lawns",5.0,0,400.0,18,150,1500,lucknow,3
majestic hotel & banquet,"banquet halls, 3 star hotels with banquets",5.0,0,450.0,11,400,600,lucknow,3
govind marriage garden,"banquet halls, marriage garden / lawns",5.0,0,500.0,21,120,1500,jaipur,2
vebhav garden,"banquet halls, marriage garden / lawns",5.0,0,35000.0,21,200,1500,jaipur,3
hotel kings corner,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,20,200,300,jaipur,4
rishab paradise marriage garden,"marriage garden / lawns, wedding farmhouses",5.0,0,650.0,2,750,1000,jaipur,3
hotel aayat palace,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,15,200,300,jaipur,3
